id,title,author,text,label,verdict
8047,Hillary Clinton Adopts Alien Baby,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8048,Clinton Foundation Exposed in Leaked Documents,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
8049,Clinton Foundation Exposed in Leaked Documents,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8050,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
8051,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8052,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8053,Clinton Foundation Exposed in Leaked Documents,Anonymous,A suppressed report suggests vaccines are linked to mind control.,1,fake
8054,Shocking Truth About Vaccines Finally Revealed,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8055,Global Markets Rally Ahead of Fed Meeting,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8056,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8057,Breakthrough in Cancer Research Announced,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8058,Clinton Foundation Exposed in Leaked Documents,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8059,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8060,Global Markets Rally Ahead of Fed Meeting,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8061,Breakthrough in Cancer Research Announced,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8062,Global Markets Rally Ahead of Fed Meeting,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8063,Hillary Clinton Adopts Alien Baby,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8064,NASA Launches New Mars Rover,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8065,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8066,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8067,Elections 2024: What the Polls Say,The Guardian,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8068,Elections 2024: What the Polls Say,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8069,NASA Launches New Mars Rover,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8070,Hillary Clinton Adopts Alien Baby,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8071,UN Holds Emergency Meeting on Climate Change,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8072,UN Holds Emergency Meeting on Climate Change,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8073,Breakthrough in Cancer Research Announced,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8074,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8075,Elections 2024: What the Polls Say,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8076,UN Holds Emergency Meeting on Climate Change,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8077,Global Markets Rally Ahead of Fed Meeting,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8078,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8079,UN Holds Emergency Meeting on Climate Change,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8080,Breakthrough in Cancer Research Announced,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8081,Hillary Clinton Adopts Alien Baby,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8082,UN Holds Emergency Meeting on Climate Change,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8083,Elections 2024: What the Polls Say,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8084,Elections 2024: What the Polls Say,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8085,Breakthrough in Cancer Research Announced,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8086,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8087,Breakthrough in Cancer Research Announced,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8088,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
8089,Global Markets Rally Ahead of Fed Meeting,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8090,Breakthrough in Cancer Research Announced,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8091,Shocking Truth About Vaccines Finally Revealed,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8092,Global Markets Rally Ahead of Fed Meeting,The Guardian,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8093,Shocking Truth About Vaccines Finally Revealed,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
8094,Breakthrough in Cancer Research Announced,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8095,NASA Launches New Mars Rover,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8096,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8097,Hillary Clinton Adopts Alien Baby,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8098,Shocking Truth About Vaccines Finally Revealed,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8099,NASA Launches New Mars Rover,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8100,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8101,Breakthrough in Cancer Research Announced,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8102,UN Holds Emergency Meeting on Climate Change,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8103,Global Markets Rally Ahead of Fed Meeting,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8104,Shocking Truth About Vaccines Finally Revealed,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8105,UN Holds Emergency Meeting on Climate Change,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8106,Hillary Clinton Adopts Alien Baby,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8107,Hillary Clinton Adopts Alien Baby,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8108,Elections 2024: What the Polls Say,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8109,UN Holds Emergency Meeting on Climate Change,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8110,Shocking Truth About Vaccines Finally Revealed,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
8111,Elections 2024: What the Polls Say,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8112,UN Holds Emergency Meeting on Climate Change,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8113,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8114,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8115,Breakthrough in Cancer Research Announced,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8116,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8117,Global Markets Rally Ahead of Fed Meeting,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8118,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8119,NASA Launches New Mars Rover,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8120,Clinton Foundation Exposed in Leaked Documents,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8121,Clinton Foundation Exposed in Leaked Documents,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8122,Clinton Foundation Exposed in Leaked Documents,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8123,Clinton Foundation Exposed in Leaked Documents,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8124,Global Markets Rally Ahead of Fed Meeting,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8125,Breakthrough in Cancer Research Announced,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8126,Global Markets Rally Ahead of Fed Meeting,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8127,Elections 2024: What the Polls Say,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8128,UN Holds Emergency Meeting on Climate Change,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8129,Clinton Foundation Exposed in Leaked Documents,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8130,NASA Launches New Mars Rover,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8131,Shocking Truth About Vaccines Finally Revealed,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8132,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8133,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
8134,Clinton Foundation Exposed in Leaked Documents,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8135,Global Markets Rally Ahead of Fed Meeting,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8136,Shocking Truth About Vaccines Finally Revealed,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8137,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8138,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8139,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8140,NASA Launches New Mars Rover,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8141,Breakthrough in Cancer Research Announced,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8142,Elections 2024: What the Polls Say,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8143,Breakthrough in Cancer Research Announced,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8144,Shocking Truth About Vaccines Finally Revealed,Anonymous,A suppressed report suggests vaccines are linked to mind control.,1,fake
8145,NASA Launches New Mars Rover,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8146,Breakthrough in Cancer Research Announced,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8147,Hillary Clinton Adopts Alien Baby,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8148,UN Holds Emergency Meeting on Climate Change,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8149,Shocking Truth About Vaccines Finally Revealed,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8150,Clinton Foundation Exposed in Leaked Documents,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8151,Hillary Clinton Adopts Alien Baby,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
8152,Hillary Clinton Adopts Alien Baby,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8153,UN Holds Emergency Meeting on Climate Change,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8154,Elections 2024: What the Polls Say,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8155,Breakthrough in Cancer Research Announced,AP News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8156,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8157,Shocking Truth About Vaccines Finally Revealed,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8158,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8159,Global Markets Rally Ahead of Fed Meeting,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8160,Elections 2024: What the Polls Say,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8161,Global Markets Rally Ahead of Fed Meeting,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8162,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8163,NASA Launches New Mars Rover,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8164,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8165,UN Holds Emergency Meeting on Climate Change,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8166,UN Holds Emergency Meeting on Climate Change,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8167,Breakthrough in Cancer Research Announced,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8168,NASA Launches New Mars Rover,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8169,Shocking Truth About Vaccines Finally Revealed,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8170,Shocking Truth About Vaccines Finally Revealed,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
8171,Breakthrough in Cancer Research Announced,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8172,Breakthrough in Cancer Research Announced,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8173,Shocking Truth About Vaccines Finally Revealed,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8174,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8175,NASA Launches New Mars Rover,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8176,UN Holds Emergency Meeting on Climate Change,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8177,Clinton Foundation Exposed in Leaked Documents,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8178,Hillary Clinton Adopts Alien Baby,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8179,UN Holds Emergency Meeting on Climate Change,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8180,Global Markets Rally Ahead of Fed Meeting,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8181,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8182,NASA Confirms Earth Will Experience 15 Days of Darkness,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8183,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8184,UN Holds Emergency Meeting on Climate Change,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8185,NASA Launches New Mars Rover,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8186,Elections 2024: What the Polls Say,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8187,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
8188,Global Markets Rally Ahead of Fed Meeting,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8189,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8190,UN Holds Emergency Meeting on Climate Change,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8191,Shocking Truth About Vaccines Finally Revealed,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8192,Breakthrough in Cancer Research Announced,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8193,NASA Launches New Mars Rover,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8194,Clinton Foundation Exposed in Leaked Documents,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8195,Clinton Foundation Exposed in Leaked Documents,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8196,Shocking Truth About Vaccines Finally Revealed,Anonymous,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8197,Breakthrough in Cancer Research Announced,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8198,UN Holds Emergency Meeting on Climate Change,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8199,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8200,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8201,Breakthrough in Cancer Research Announced,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8202,Shocking Truth About Vaccines Finally Revealed,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8203,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8204,NASA Launches New Mars Rover,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8205,UN Holds Emergency Meeting on Climate Change,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8206,UN Holds Emergency Meeting on Climate Change,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8207,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8208,UN Holds Emergency Meeting on Climate Change,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8209,BREAKING: Obama Caught Wiretapping Trump Tower,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8210,NASA Launches New Mars Rover,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8211,Clinton Foundation Exposed in Leaked Documents,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
8212,UN Holds Emergency Meeting on Climate Change,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8213,Global Markets Rally Ahead of Fed Meeting,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8214,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8215,UN Holds Emergency Meeting on Climate Change,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8216,Elections 2024: What the Polls Say,BBC News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8217,UN Holds Emergency Meeting on Climate Change,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8218,Breakthrough in Cancer Research Announced,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8219,Global Markets Rally Ahead of Fed Meeting,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8220,Elections 2024: What the Polls Say,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8221,Global Markets Rally Ahead of Fed Meeting,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8222,Hillary Clinton Adopts Alien Baby,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8223,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
8224,Breakthrough in Cancer Research Announced,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8225,Elections 2024: What the Polls Say,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8226,Breakthrough in Cancer Research Announced,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8227,Clinton Foundation Exposed in Leaked Documents,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8228,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
8229,Elections 2024: What the Polls Say,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8230,Elections 2024: What the Polls Say,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8231,Hillary Clinton Adopts Alien Baby,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8232,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8233,Hillary Clinton Adopts Alien Baby,John Doe,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8234,UN Holds Emergency Meeting on Climate Change,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8235,Shocking Truth About Vaccines Finally Revealed,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8236,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8237,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8238,Clinton Foundation Exposed in Leaked Documents,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8239,UN Holds Emergency Meeting on Climate Change,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8240,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8241,Elections 2024: What the Polls Say,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8242,Breakthrough in Cancer Research Announced,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8243,Breakthrough in Cancer Research Announced,AP News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
8244,Global Markets Rally Ahead of Fed Meeting,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8245,Hillary Clinton Adopts Alien Baby,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8246,UN Holds Emergency Meeting on Climate Change,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8247,Breakthrough in Cancer Research Announced,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8248,UN Holds Emergency Meeting on Climate Change,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8249,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
8250,Clinton Foundation Exposed in Leaked Documents,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8251,Hillary Clinton Adopts Alien Baby,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8252,UN Holds Emergency Meeting on Climate Change,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8253,Elections 2024: What the Polls Say,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8254,Elections 2024: What the Polls Say,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8255,UN Holds Emergency Meeting on Climate Change,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8256,UN Holds Emergency Meeting on Climate Change,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8257,Elections 2024: What the Polls Say,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8258,Breakthrough in Cancer Research Announced,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
8259,Breakthrough in Cancer Research Announced,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
8260,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
8261,Elections 2024: What the Polls Say,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8262,Elections 2024: What the Polls Say,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8263,Breakthrough in Cancer Research Announced,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8264,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8265,NASA Launches New Mars Rover,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
8266,Shocking Truth About Vaccines Finally Revealed,John Doe,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
8267,NASA Confirms Earth Will Experience 15 Days of Darkness,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
8268,NASA Confirms Earth Will Experience 15 Days of Darkness,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
8269,Shocking Truth About Vaccines Finally Revealed,Jane Smith,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
8270,Global Markets Rally Ahead of Fed Meeting,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
8271,NASA Launches New Mars Rover,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
